age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
31,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
19,?,10.0,Never-married,?,Own-child,White,Female,0,0,35,United-States
19,Private,10.0,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States
46,Private,6.0,Divorced,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
43,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
46,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States
45,Self-emp-not-inc,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
62,Self-emp-inc,9.0,Widowed,Sales,Not-in-family,White,Female,0,0,15,United-States
29,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
24,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
37,Private,7.0,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States
46,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
39,Private,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
79,?,9.0,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
43,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
38,Private,13.0,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States
29,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
35,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
33,Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States
51,Private,11.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
27,Private,6.0,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,United-States
54,Private,4.5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
45,?,9.0,Separated,?,Not-in-family,Asian-Pac-Islander,Male,0,0,4,United-States
20,Private,9.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States
24,Private,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
47,Private,9.0,Divorced,Other-service,Not-in-family,Black,Female,0,0,14,United-States
20,Private,9.0,Never-married,Tech-support,Own-child,White,Female,0,0,32,United-States
34,Private,7.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
23,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States
24,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
32,Self-emp-not-inc,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
27,Private,13.0,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,?
41,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
28,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
21,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28,Local-gov,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States
30,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
49,Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
61,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
66,Self-emp-not-inc,7.0,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
58,Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2377,65,United-States
28,State-gov,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
39,Local-gov,9.0,Divorced,Adm-clerical,Own-child,White,Male,0,0,42,United-States
43,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
46,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
35,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
43,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
45,Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States
36,State-gov,10.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
19,Private,10.0,Never-married,Other-service,Unmarried,Black,Female,2036,0,30,United-States
19,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,36,United-States
39,Private,10.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,35,India
18,Private,6.0,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
31,Private,4.5,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States
32,Private,9.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,40,United-States
32,Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,99,United-States
19,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
43,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States
49,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,Private,6.0,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
31,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
54,Local-gov,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
72,State-gov,4.5,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States
54,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
59,Private,10.0,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
35,Private,13.0,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States
36,Private,12.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,Taiwan
49,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,60,China
84,Private,9.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,England
26,Private,4.5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico
44,State-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States
36,Private,13.0,Divorced,Prof-specialty,Unmarried,Black,Female,0,213,40,United-States
32,Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
19,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
19,Private,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
49,Private,15.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
33,Federal-gov,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States
33,Private,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
19,Private,10.0,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
41,Private,13.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,2354,0,40,United-States
18,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0,0,18,United-States
48,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States
43,Private,4.5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States
37,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
30,Private,6.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
27,Private,6.0,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
56,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
23,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,?,10.0,Never-married,?,Own-child,White,Female,0,0,40,United-States
36,Private,7.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
72,Private,4.5,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States
75,?,6.0,Widowed,?,Other-relative,Asian-Pac-Islander,Female,0,0,1,China
24,Private,10.0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States
29,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States
51,Self-emp-not-inc,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,60,United-States
67,Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
34,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
32,Private,9.0,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States
26,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States
31,State-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,47,United-States
19,Private,10.0,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States
25,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
20,Private,6.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
50,Private,9.0,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,12,United-States
57,Private,10.0,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica
34,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
38,State-gov,10.0,Separated,Exec-managerial,Own-child,White,Male,0,0,40,United-States
56,Self-emp-not-inc,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
48,Private,9.0,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,40,South
29,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States
39,Private,12.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States
56,Private,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States
44,Federal-gov,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
20,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States
57,Self-emp-inc,4.5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,90,Greece
30,Private,11.0,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,2463,0,40,Vietnam
30,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
38,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
26,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States
46,Local-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States
31,Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28,Self-emp-not-inc,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States
49,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,10.0,Never-married,Other-service,Not-in-family,Other,Female,0,0,40,United-States
23,Private,8.0,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States
19,Private,10.0,Never-married,Other-service,Own-child,White,Male,0,0,18,United-States
35,Private,13.0,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
67,Self-emp-inc,13.0,Widowed,Other-service,Unmarried,White,Female,0,0,35,United-States
38,Private,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States
54,Private,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
58,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
47,Self-emp-inc,13.0,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
58,Private,12.0,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,36,United-States
20,Private,10.0,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
21,Private,10.0,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20,Cuba
29,Self-emp-not-inc,10.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
37,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States
30,Private,10.0,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
25,Private,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
44,Self-emp-not-inc,14.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
51,?,10.0,Divorced,?,Not-in-family,Black,Male,0,0,50,United-States
43,Private,13.0,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States
26,Private,13.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,?
34,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
24,Private,8.0,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico
37,?,10.0,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States
30,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States
52,Private,4.5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,Mexico
27,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
48,Private,7.0,Separated,Other-service,Not-in-family,Black,Female,0,0,35,United-States
64,Private,10.0,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States
48,Private,9.0,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
26,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
70,Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
36,?,12.0,Married-civ-spouse,?,Wife,Black,Female,0,0,21,Haiti
20,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,55,United-States
32,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
23,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
32,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,48,United-States
39,Private,10.0,Divorced,Sales,Other-relative,White,Female,0,0,35,United-States
33,Private,9.0,Separated,Protective-serv,Own-child,White,Female,0,0,40,United-States
42,Private,12.0,Widowed,Tech-support,Unmarried,White,Female,0,0,24,United-States
24,State-gov,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
31,Private,5.0,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States
27,Local-gov,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,68,United-States
42,Federal-gov,11.0,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
23,Private,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
65,Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States
21,Private,10.0,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
43,Self-emp-not-inc,13.0,Separated,Craft-repair,Unmarried,White,Male,0,0,35,United-States
59,Self-emp-not-inc,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
28,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
46,Private,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,47,Cuba
34,State-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
36,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,55,United-States
59,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States
45,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
38,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
41,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
38,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
28,Private,10.0,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
49,Local-gov,13.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024,0,40,United-States
37,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
34,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
55,Self-emp-not-inc,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
22,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States
53,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
27,Private,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
33,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
32,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
58,Federal-gov,13.0,Separated,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States
30,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,3325,0,40,United-States
54,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States
24,Private,6.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
22,Local-gov,10.0,Never-married,Protective-serv,Other-relative,White,Female,0,0,43,United-States
40,?,9.0,Married-civ-spouse,?,Wife,Black,Female,3464,0,20,United-States
56,Self-emp-not-inc,4.5,Divorced,Sales,Other-relative,White,Male,0,0,20,Mexico
53,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
35,Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,5013,0,40,United-States
63,Private,9.0,Separated,Craft-repair,Not-in-family,White,Female,0,0,20,United-States
31,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
44,Private,9.0,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States
25,Private,13.0,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
20,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
34,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
18,Self-emp-inc,8.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States
38,Federal-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
25,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
18,?,9.0,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,1602,38,United-States
47,Local-gov,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States
43,Private,10.0,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,45,Mexico
28,Private,13.0,Never-married,Exec-managerial,Not-in-family,Black,Male,2174,0,50,United-States
29,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States
42,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica
26,Private,9.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
18,Private,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
40,Private,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
19,Local-gov,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
65,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
52,?,10.0,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States
27,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
45,Private,4.5,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam
25,Private,10.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,34,United-States
44,Private,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States
47,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Portugal
37,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States
34,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
35,Private,9.0,Widowed,Other-service,Own-child,White,Female,0,0,40,United-States
41,Local-gov,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0,1485,40,United-States
22,Private,6.0,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
43,Private,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
41,Private,11.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
33,Private,9.0,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States
22,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
33,Private,9.0,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,United-States
64,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
21,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
49,Private,12.0,Married-civ-spouse,Sales,Wife,White,Female,0,1902,40,United-States
43,State-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
18,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States
32,Private,7.0,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
38,?,4.5,Divorced,?,Unmarried,Black,Female,0,0,30,United-States
41,Private,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
37,Private,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
42,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
37,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
39,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
22,?,10.0,Never-married,?,Own-child,White,Female,0,0,40,Mexico
42,Private,10.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
50,Private,7.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
40,Federal-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
36,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
38,Private,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Iran
33,Local-gov,9.0,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States
46,Private,13.0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
66,Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
41,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
60,Local-gov,11.0,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
39,Local-gov,9.0,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
35,Private,9.0,Divorced,Tech-support,Unmarried,White,Female,0,0,75,United-States
32,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
17,?,6.0,Never-married,?,Own-child,White,Female,0,0,20,United-States
38,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
26,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,65,United-States
47,Local-gov,10.0,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States
53,Federal-gov,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States
29,Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
57,State-gov,16.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States
34,Local-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
26,Private,9.0,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States
67,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
20,Private,9.0,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
63,?,13.0,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States
28,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
43,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
41,Private,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
21,?,9.0,Never-married,?,Other-relative,White,Male,0,0,60,United-States
34,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
45,Private,9.0,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
29,Private,9.0,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico
47,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
18,Private,6.0,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States
58,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
46,Private,10.0,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India
26,Private,10.0,Never-married,Transport-moving,Not-in-family,White,Male,2354,0,40,United-States
31,Private,10.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
27,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
18,Private,9.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
44,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,3103,0,40,United-States
35,Self-emp-not-inc,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,8614,0,40,United-States
51,Private,5.0,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States
46,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,36,United-States
28,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
34,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,United-States
29,Private,12.0,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
41,Private,5.0,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States
17,Private,4.5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
42,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States
51,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
49,?,10.0,Never-married,?,Not-in-family,White,Male,0,0,35,United-States
35,Private,9.0,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States
21,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
61,Private,6.0,Widowed,Craft-repair,Unmarried,Black,Female,0,2001,40,United-States
61,Local-gov,4.5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
22,Private,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States
51,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Mexico
22,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
